id,createdAt,updatedAt,handle,name,type,isAssistant,teamId,imageId
204238,Sat Jul 24 2021 20:41:05 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:06 GMT-0600 (Mountain Daylight Time),204238,Antonio Lang,Assistant Coach,2,1610612739,nba/coaches/204238
1336,Sat Jul 24 2021 20:41:14 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:15 GMT-0600 (Mountain Daylight Time),1336,Tim Grgurich,Assistant Coach,2,1610612765,nba/coaches/1336
1628782,Sat Jul 24 2021 20:41:06 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:07 GMT-0600 (Mountain Daylight Time),1628782,Mike Weinar,Assistant Coach,2,1610612754,nba/coaches/1628782
1628785,Sat Jul 24 2021 20:41:07 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:08 GMT-0600 (Mountain Daylight Time),1628785,Zach Guthrie,Assistant Coach,2,1610612742,nba/coaches/1628785
2868,Sat Jul 24 2021 20:41:08 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:08 GMT-0600 (Mountain Daylight Time),2868,Casey Smith,Trainer,3,1610612742,nba/coaches/2868
201678,Sat Jul 24 2021 20:41:15 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:16 GMT-0600 (Mountain Daylight Time),201678,Jim Scholler,Trainer,3,1610612765,nba/coaches/201678
203764,Sat Jul 24 2021 20:41:23 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:23 GMT-0600 (Mountain Daylight Time),203764,Tyler Marsh,Assistant Coach,2,1610612754,nba/coaches/203764
204239,Sat Jul 24 2021 20:41:16 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:17 GMT-0600 (Mountain Daylight Time),204239,Jarron Collins,Assistant Coach,2,1610612744,nba/coaches/204239
204260,Sat Jul 24 2021 20:41:17 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:17 GMT-0600 (Mountain Daylight Time),204260,Bruce Fraser,Assistant Coach,2,1610612744,nba/coaches/204260
1787,Sat Jul 24 2021 20:41:30 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:31 GMT-0600 (Mountain Daylight Time),1787,Erik Spoelstra,Head Coach,1,1610612748,nba/coaches/1787
1796,Sat Jul 24 2021 20:41:18 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:18 GMT-0600 (Mountain Daylight Time),1796,Ron Adams,Assistant Coach,2,1610612744,nba/coaches/1796
101200,Sat Jul 24 2021 20:41:24 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:24 GMT-0600 (Mountain Daylight Time),101200,Josh Corbeil,Trainer,3,1610612754,nba/coaches/101200
1630277,Sat Jul 24 2021 20:41:19 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:19 GMT-0600 (Mountain Daylight Time),1630277,Rick Higgins,Assistant Coach,2,1610612745,nba/coaches/1630277
1786,Sat Jul 24 2021 20:41:19 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:20 GMT-0600 (Mountain Daylight Time),1786,John Lucas,Assistant Coach,2,1610612745,nba/coaches/1786
1257,Sat Jul 24 2021 20:41:20 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:21 GMT-0600 (Mountain Daylight Time),1257,Keith Jones,Trainer,3,1610612745,nba/coaches/1257
2345,Sat Jul 24 2021 20:41:24 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:25 GMT-0600 (Mountain Daylight Time),2345,Frank Vogel,Head Coach,1,1610612747,nba/coaches/2345
2630,Sat Jul 24 2021 20:41:31 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:32 GMT-0600 (Mountain Daylight Time),2630,Bob Beyer,Assistant Coach,2,1610612740,nba/coaches/2630
1353,Sat Jul 24 2021 20:41:25 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:26 GMT-0600 (Mountain Daylight Time),1353,Lionel Hollins,Assistant Coach,2,1610612747,nba/coaches/1353
203624,Sat Jul 24 2021 20:41:26 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:27 GMT-0600 (Mountain Daylight Time),203624,Taylor Jenkins,Head Coach,1,1610612763,nba/coaches/203624
1630017,Sat Jul 24 2021 20:41:35 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:35 GMT-0600 (Mountain Daylight Time),1630017,John Dusel,Assistant Trainer,4,1610612737,nba/coaches/1630017
1628234,Sat Jul 24 2021 20:41:28 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:29 GMT-0600 (Mountain Daylight Time),1628234,David McClure,Assistant Coach,2,1610612763,nba/coaches/1628234
1370,Sat Jul 24 2021 20:41:32 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:33 GMT-0600 (Mountain Daylight Time),1370,Roger Hinds,Trainer,3,1610612752,nba/coaches/1370
1629758,Sat Jul 24 2021 20:41:33 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:34 GMT-0600 (Mountain Daylight Time),1629758,Dave Bliss,Assistant Coach,2,1610612760,nba/coaches/1629758
2384,Sat Jul 24 2021 20:41:37 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:38 GMT-0600 (Mountain Daylight Time),2384,Melvin Hunt,Assistant Coach,2,1610612737,nba/coaches/2384
202859,Sat Jul 24 2021 20:41:34 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:35 GMT-0600 (Mountain Daylight Time),202859,David Akinyooye,Assistant Coach,2,1610612760,nba/coaches/202859
1865,Sat Jul 24 2021 20:41:36 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:36 GMT-0600 (Mountain Daylight Time),1865,Randy Ayers,Assistant Coach,2,1610612756,nba/coaches/1865
201046,Sat Jul 24 2021 20:41:36 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:37 GMT-0600 (Mountain Daylight Time),201046,Lindsey Harding,Assistant Coach,2,1610612758,nba/coaches/201046
203535,Sat Jul 24 2021 20:41:40 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:40 GMT-0600 (Mountain Daylight Time),203535,Brad Stevens,Head Coach,1,1610612738,nba/coaches/203535
1628770,Sat Jul 24 2021 20:41:38 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:39 GMT-0600 (Mountain Daylight Time),1628770,Matt Hill,Assistant Coach,2,1610612737,nba/coaches/1628770
1628764,Sat Jul 24 2021 20:41:39 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:40 GMT-0600 (Mountain Daylight Time),1628764,Scottie Parker,Trainer,3,1610612737,nba/coaches/1628764
1629710,Sat Jul 24 2021 20:41:41 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:41 GMT-0600 (Mountain Daylight Time),1629710,Lindsay Gottlieb,Assistant Coach,2,1610612739,nba/coaches/1629710
202565,Sat Jul 24 2021 20:41:41 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:42 GMT-0600 (Mountain Daylight Time),202565,Mike Gerrity,Assistant Coach,2,1610612739,nba/coaches/202565
202427,Sat Jul 24 2021 20:41:42 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:43 GMT-0600 (Mountain Daylight Time),202427,Jamahl Mosley,Head Coach,1,1610612753,nba/coaches/202427
203165,Sat Jul 24 2021 20:41:43 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:44 GMT-0600 (Mountain Daylight Time),203165,Bob Weiss,Assistant Coach,2,1610612743,nba/coaches/203165
203600,Sat Jul 24 2021 20:41:44 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:45 GMT-0600 (Mountain Daylight Time),203600,David Adelman,Assistant Coach,2,1610612743,nba/coaches/203600
1335,Sat Jul 24 2021 20:41:45 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:46 GMT-0600 (Mountain Daylight Time),1335,Dwane Casey,Head Coach,1,1610612765,nba/coaches/1335
202979,Sat Jul 24 2021 20:41:46 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:47 GMT-0600 (Mountain Daylight Time),202979,Jamie Young,Assistant Coach,2,1610612738,nba/coaches/202979
204005,Sat Jul 24 2021 20:41:47 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:47 GMT-0600 (Mountain Daylight Time),204005,Steve Kerr,Head Coach,1,1610612744,nba/coaches/204005
974,Sat Jul 24 2021 20:42:08 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:09 GMT-0600 (Mountain Daylight Time),974,Joseph Blair,Assistant Coach,2,1610612750,nba/coaches/974
1628227,Sat Jul 24 2021 20:41:48 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:48 GMT-0600 (Mountain Daylight Time),1628227,Drew Yoder,Trainer,3,1610612744,nba/coaches/1628227
2205,Sat Jul 24 2021 20:41:48 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:41:49 GMT-0600 (Mountain Daylight Time),2205,DeSagana Diop,Assistant Coach,2,1610612745,nba/coaches/2205
