id,createdAt,updatedAt,handle,name,slug,height,weight,number,position,teamId,imageId
1629670,Mon Aug 09 2021 04:15:55 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:00:42 GMT-0600 (Mountain Daylight Time),1629670,Jordan Nwora,jordan-nwora,6-8,225,13,F,1610612749,nba/players/1629670
1630241,Mon Aug 09 2021 04:15:59 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:00:43 GMT-0600 (Mountain Daylight Time),1630241,Sam Merrill,sam-merrill,6-4,205,15,G,1610612749,nba/players/1630241
201950,Mon Aug 09 2021 04:16:03 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:00:45 GMT-0600 (Mountain Daylight Time),201950,Jrue Holiday,jrue-holiday,6-3,205,21,G,1610612749,nba/players/201950
1626253,Mon Aug 09 2021 04:16:37 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:00:51 GMT-0600 (Mountain Daylight Time),1626253,Axel Toupane,axel-toupane,6-7,210,66,G-F,1610612749,nba/players/1626253
1630162,Mon Aug 09 2021 04:16:06 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:04 GMT-0600 (Mountain Daylight Time),1630162,Anthony Edwards,anthony-edwards,6-4,225,1,G,1610612750,nba/players/1630162
1630183,Mon Aug 09 2021 04:16:14 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:05 GMT-0600 (Mountain Daylight Time),1630183,Jaden McDaniels,jaden-mcdaniels,6-9,185,3,F,1610612750,nba/players/1630183
1629633,Mon Aug 09 2021 04:16:18 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:14 GMT-0600 (Mountain Daylight Time),1629633,Jarrett Culver,jarrett-culver,6-6,195,23,G-F,1610612750,nba/players/1629633
1626157,Mon Aug 09 2021 04:16:17 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:15 GMT-0600 (Mountain Daylight Time),1626157,Karl-Anthony Towns,karl-anthony-towns,6-11,248,32,C-F,1610612750,nba/players/1626157
1629712,Mon Aug 09 2021 04:16:19 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:26 GMT-0600 (Mountain Daylight Time),1629712,Didi Louzada,didi-louzada,6-5,188,,G,1610612740,nba/players/1629712
1630230,Mon Aug 09 2021 04:16:20 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:33 GMT-0600 (Mountain Daylight Time),1630230,Naji Marshall,naji-marshall,6-7,220,8,F,1610612740,nba/players/1630230
1630184,Mon Aug 09 2021 04:16:20 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:37 GMT-0600 (Mountain Daylight Time),1630184,Kira Lewis Jr.,kira-lewis-jr,6-1,170,13,G,1610612740,nba/players/1630184
203263,Mon Aug 09 2021 04:16:22 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:40 GMT-0600 (Mountain Daylight Time),203263,James Nunnally,james-nunnally,6-7,205,21,F,1610612740,nba/players/203263
1629607,Mon Aug 09 2021 04:15:57 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:54 GMT-0600 (Mountain Daylight Time),1629607,Jared Harper,jared-harper,5-10,175,0,G,1610612752,nba/players/1629607
1629033,Mon Aug 09 2021 04:16:21 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:02:04 GMT-0600 (Mountain Daylight Time),1629033,Theo Pinson,theo-pinson,6-5,212,21,G-F,1610612752,nba/players/1629033
1629004,Mon Aug 09 2021 04:16:24 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:02:28 GMT-0600 (Mountain Daylight Time),1629004,Svi Mykhailiuk,svi-mykhailiuk,6-7,205,14,G-F,1610612760,nba/players/1629004
1630221,Mon Aug 09 2021 04:16:26 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:02:29 GMT-0600 (Mountain Daylight Time),1630221,Josh Hall,josh-hall,6-9,190,15,F,1610612760,nba/players/1630221
1630181,Mon Aug 09 2021 04:16:16 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:02:54 GMT-0600 (Mountain Daylight Time),1630181,R.J. Hampton,rj-hampton,6-4,175,13,G,1610612753,nba/players/1630181
1626184,Mon Aug 09 2021 04:16:25 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:03:01 GMT-0600 (Mountain Daylight Time),1626184,Chasson Randle,chasson-randle,6-2,185,25,G,1610612753,nba/players/1626184
1628976,Mon Aug 09 2021 04:16:28 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:03:03 GMT-0600 (Mountain Daylight Time),1628976,Wendell Carter Jr.,wendell-carter-jr,6-10,270,34,C-F,1610612753,nba/players/1628976
1628470,Mon Aug 09 2021 04:16:29 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:03:53 GMT-0600 (Mountain Daylight Time),1628470,Torrey Craig,torrey-craig,6-7,221,12,F,1610612756,nba/players/1628470
2546,Mon Aug 09 2021 04:16:26 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:04:11 GMT-0600 (Mountain Daylight Time),2546,Carmelo Anthony,carmelo-anthony,6-7,238,00,F,1610612757,nba/players/2546
1629056,Mon Aug 09 2021 04:16:30 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:04:47 GMT-0600 (Mountain Daylight Time),1629056,Terence Davis,terence-davis,6-4,201,9,G,1610612758,nba/players/1629056
1627761,Mon Aug 09 2021 04:16:23 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:05:52 GMT-0600 (Mountain Daylight Time),1627761,DeAndre' Bembry,deandre-bembry,6-5,210,95,G-F,1610612761,nba/players/1627761
201144,Mon Aug 09 2021 04:16:34 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:06:09 GMT-0600 (Mountain Daylight Time),201144,Mike Conley,mike-conley,6-1,175,10,G,1610612762,nba/players/201144
202324,Mon Aug 09 2021 04:16:32 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:06:10 GMT-0600 (Mountain Daylight Time),202324,Derrick Favors,derrick-favors,6-9,265,15,F,1610612762,nba/players/202324
1627777,Mon Aug 09 2021 04:15:45 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:06:16 GMT-0600 (Mountain Daylight Time),1627777,Georges Niang,georges-niang,6-7,230,31,F,1610612762,nba/players/1627777
1628990,Mon Aug 09 2021 04:16:31 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:06:39 GMT-0600 (Mountain Daylight Time),1628990,Chandler Hutchison,chandler-hutchison,6-6,210,1,F-G,1610612764,nba/players/1628990
203078,Mon Aug 09 2021 04:15:45 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:06:40 GMT-0600 (Mountain Daylight Time),203078,Bradley Beal,bradley-beal,6-3,207,3,G,1610612764,nba/players/203078
202397,Mon Aug 09 2021 04:15:46 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:06:46 GMT-0600 (Mountain Daylight Time),202397,Ish Smith,ish-smith,6-0,175,14,G,1610612764,nba/players/202397
1629655,Mon Aug 09 2021 04:16:32 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:06:51 GMT-0600 (Mountain Daylight Time),1629655,Daniel Gafford,daniel-gafford,6-10,234,21,F-C,1610612764,nba/players/1629655
203458,Mon Aug 09 2021 04:15:48 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:06:53 GMT-0600 (Mountain Daylight Time),203458,Alex Len,alex-len,7-0,250,27,C,1610612764,nba/players/203458
202722,Mon Aug 09 2021 04:15:50 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:06:54 GMT-0600 (Mountain Daylight Time),202722,Davis Bertans,davis-bertans,6-10,225,42,F,1610612764,nba/players/202722
1630233,Mon Aug 09 2021 04:16:47 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:53:26 GMT-0600 (Mountain Daylight Time),1630233,Nathan Knight,nathan-knight,6-10,253,1,F-C,1610612737,nba/players/1630233
201568,Mon Aug 09 2021 04:16:43 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:53:30 GMT-0600 (Mountain Daylight Time),201568,Danilo Gallinari,danilo-gallinari,6-10,233,8,F,1610612737,nba/players/201568
203992,Mon Aug 09 2021 04:16:57 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:53:33 GMT-0600 (Mountain Daylight Time),203992,Bogdan Bogdanovic,bogdan-bogdanovic,6-6,220,13,G,1610612737,nba/players/203992
1630168,Mon Aug 09 2021 04:17:21 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:53:35 GMT-0600 (Mountain Daylight Time),1630168,Onyeka Okongwu,onyeka-okongwu,6-8,235,17,F-C,1610612737,nba/players/1630168
203953,Mon Aug 09 2021 04:17:05 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:54:01 GMT-0600 (Mountain Daylight Time),203953,Jabari Parker,jabari-parker,6-8,245,20,F,1610612738,nba/players/203953
201143,Mon Aug 09 2021 04:18:28 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:54:05 GMT-0600 (Mountain Daylight Time),201143,Al Horford,al-horford,6-9,240,42,C-F,1610612738,nba/players/201143
1629057,Mon Aug 09 2021 04:16:52 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:54:06 GMT-0600 (Mountain Daylight Time),1629057,Robert Williams III,robert-williams-iii,6-8,237,44,C-F,1610612738,nba/players/1629057
1629641,Mon Aug 09 2021 04:17:14 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:54:07 GMT-0600 (Mountain Daylight Time),1629641,Romeo Langford,romeo-langford,6-4,216,45,G-F,1610612738,nba/players/1629641
1627789,Mon Aug 09 2021 04:17:15 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:54:28 GMT-0600 (Mountain Daylight Time),1627789,Timothe Luwawu-Cabarrot,timothe-luwawu-cabarrot,6-7,220,9,G-F,1610612751,nba/players/1627789
1629013,Mon Aug 09 2021 04:16:46 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:54:32 GMT-0600 (Mountain Daylight Time),1629013,Landry Shamet,landry-shamet,6-4,190,20,G,1610612751,nba/players/1629013
1628993,Mon Aug 09 2021 04:17:07 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:54:33 GMT-0600 (Mountain Daylight Time),1628993,Alize Johnson,alize-johnson,6-7,212,24,F,1610612751,nba/players/1628993
1629667,Mon Aug 09 2021 04:17:11 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:54:57 GMT-0600 (Mountain Daylight Time),1629667,Jalen McDaniels,jalen-mcdaniels,6-9,205,6,F-C,1610612766,nba/players/1629667
1630203,Mon Aug 09 2021 04:17:25 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:54:57 GMT-0600 (Mountain Daylight Time),1630203,Grant Riller,grant-riller,6-2,190,7,G,1610612766,nba/players/1630203
201152,Mon Aug 09 2021 04:16:50 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:55:25 GMT-0600 (Mountain Daylight Time),201152,Thaddeus Young,thaddeus-young,6-8,235,21,F,1610612741,nba/players/201152
1627756,Mon Aug 09 2021 04:17:12 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:55:30 GMT-0600 (Mountain Daylight Time),1627756,Denzel Valentine,denzel-valentine,6-4,220,45,G,1610612741,nba/players/1627756
1627752,Mon Aug 09 2021 04:17:26 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:55:49 GMT-0600 (Mountain Daylight Time),1627752,Taurean Prince,taurean-prince,6-7,218,12,F,1610612739,nba/players/1627752
203521,Mon Aug 09 2021 04:17:16 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:55:51 GMT-0600 (Mountain Daylight Time),203521,Matthew Dellavedova,matthew-dellavedova,6-3,200,18,G,1610612739,nba/players/203521
1630210,Mon Aug 09 2021 04:17:22 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:56:33 GMT-0600 (Mountain Daylight Time),1630210,Markus Howard,markus-howard,5-10,175,00,G,1610612743,nba/players/1630210
203210,Mon Aug 09 2021 04:16:58 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:56:34 GMT-0600 (Mountain Daylight Time),203210,JaMychal Green,jamychal-green,6-8,227,0,F-C,1610612743,nba/players/203210
203085,Mon Aug 09 2021 04:17:12 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:56:44 GMT-0600 (Mountain Daylight Time),203085,Austin Rivers,austin-rivers,6-4,200,25,G,1610612743,nba/players/203085
1628402,Mon Aug 09 2021 04:17:19 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:57:00 GMT-0600 (Mountain Daylight Time),1628402,Frank Jackson,frank-jackson,6-3,205,5,G,1610612765,nba/players/1628402
203952,Mon Aug 09 2021 04:17:10 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:57:35 GMT-0600 (Mountain Daylight Time),203952,Andrew Wiggins,andrew-wiggins,6-7,197,22,F,1610612744,nba/players/203952
204456,Mon Aug 09 2021 04:17:18 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:58:24 GMT-0600 (Mountain Daylight Time),204456,T.J. McConnell,tj-mcconnell,6-1,190,9,G,1610612754,nba/players/204456
1626167,Mon Aug 09 2021 04:17:23 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:58:32 GMT-0600 (Mountain Daylight Time),1626167,Myles Turner,myles-turner,6-11,250,33,C-F,1610612754,nba/players/1626167
1629599,Mon Aug 09 2021 04:17:07 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:58:55 GMT-0600 (Mountain Daylight Time),1629599,Amir Coffey,amir-coffey,6-7,210,7,G-F,1610612746,nba/players/1629599
1630223,Mon Aug 09 2021 04:17:00 GMT-0600 (Mountain Daylight Time),Mon Aug 09 2021 04:17:01 GMT-0600 (Mountain Daylight Time),1630223,Jalen Harris,jalen-harris,6-5,195,2,G,1610612761,nba/players/1630223
1627812,Mon Aug 09 2021 04:16:42 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:58:59 GMT-0600 (Mountain Daylight Time),1627812,Yogi Ferrell,yogi-ferrell,6-0,178,11,G,1610612746,nba/players/1627812
201587,Mon Aug 09 2021 04:17:17 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:59:04 GMT-0600 (Mountain Daylight Time),201587,Nicolas Batum,nicolas-batum,6-8,230,33,G-F,1610612746,nba/players/201587
1628978,Mon Aug 09 2021 04:17:03 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:00:36 GMT-0600 (Mountain Daylight Time),1628978,Donte DiVincenzo,donte-divincenzo,6-4,203,0,G,1610612749,nba/players/1628978
203507,Mon Aug 09 2021 04:17:03 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:00:49 GMT-0600 (Mountain Daylight Time),203507,Giannis Antetokounmpo,giannis-antetokounmpo,6-11,242,34,F,1610612749,nba/players/203507
1629162,Mon Aug 09 2021 04:16:41 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:08 GMT-0600 (Mountain Daylight Time),1629162,Jordan McLaughlin,jordan-mclaughlin,5-11,185,6,G,1610612750,nba/players/1629162
202339,Mon Aug 09 2021 04:17:20 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:31 GMT-0600 (Mountain Daylight Time),202339,Eric Bledsoe,eric-bledsoe,6-1,214,5,G,1610612740,nba/players/202339
1626195,Mon Aug 09 2021 04:16:59 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:01:34 GMT-0600 (Mountain Daylight Time),1626195,Willy Hernangomez,willy-hernangomez,6-11,250,9,C-F,1610612740,nba/players/1626195
203658,Mon Aug 09 2021 04:17:02 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:02:01 GMT-0600 (Mountain Daylight Time),203658,Norvel Pelle,norvel-pelle,6-10,231,14,C,1610612752,nba/players/203658
1629658,Mon Aug 09 2021 04:17:04 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:02:25 GMT-0600 (Mountain Daylight Time),1629658,Jaylen Hoard,jaylen-hoard,6-8,216,8,F,1610612760,nba/players/1629658
1628414,Mon Aug 09 2021 04:16:44 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:02:56 GMT-0600 (Mountain Daylight Time),1628414,Sindarius Thornwell,sindarius-thornwell,6-4,215,15,G,1610612753,nba/players/1628414
1629649,Mon Aug 09 2021 04:16:54 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:02:57 GMT-0600 (Mountain Daylight Time),1629649,Ignas Brazdeikis,ignas-brazdeikis,6-6,221,17,F,1610612753,nba/players/1629649
1628365,Mon Aug 09 2021 04:17:24 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:02:58 GMT-0600 (Mountain Daylight Time),1628365,Markelle Fultz,markelle-fultz,6-3,209,20,G,1610612753,nba/players/1628365
1629730,Mon Aug 09 2021 04:16:39 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:03:21 GMT-0600 (Mountain Daylight Time),1629730,Rayjon Tucker,rayjon-tucker,6-3,209,9,G,1610612755,nba/players/1629730
1629109,Mon Aug 09 2021 04:17:13 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:03:22 GMT-0600 (Mountain Daylight Time),1629109,Gary Clark,gary-clark,6-6,225,12,F,1610612755,nba/players/1629109
201229,Mon Aug 09 2021 04:16:43 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:03:33 GMT-0600 (Mountain Daylight Time),201229,Anthony Tolliver,anthony-tolliver,6-8,240,43,F,1610612755,nba/players/201229
1628975,Mon Aug 09 2021 04:17:06 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:03:49 GMT-0600 (Mountain Daylight Time),1628975,Jevon Carter,jevon-carter,6-1,200,4,G,1610612756,nba/players/1628975
1628969,Mon Aug 09 2021 04:16:40 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:03:58 GMT-0600 (Mountain Daylight Time),1628969,Mikal Bridges,mikal-bridges,6-6,209,25,F,1610612756,nba/players/1628969
1629642,Mon Aug 09 2021 04:16:50 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:04:17 GMT-0600 (Mountain Daylight Time),1629642,Nassir Little,nassir-little,6-5,220,9,F-G,1610612757,nba/players/1629642
1628388,Mon Aug 09 2021 04:16:55 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:04:20 GMT-0600 (Mountain Daylight Time),1628388,T.J. Leaf,tj-leaf,6-10,222,18,F,1610612757,nba/players/1628388
203496,Mon Aug 09 2021 04:17:21 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:04:22 GMT-0600 (Mountain Daylight Time),203496,Robert Covington,robert-covington,6-7,209,23,F,1610612757,nba/players/203496
1626181,Mon Aug 09 2021 04:16:48 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:04:23 GMT-0600 (Mountain Daylight Time),1626181,Norman Powell,norman-powell,6-3,215,24,G,1610612757,nba/players/1626181
1630169,Mon Aug 09 2021 04:16:56 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:04:42 GMT-0600 (Mountain Daylight Time),1630169,Tyrese Haliburton,tyrese-haliburton,6-5,185,0,G,1610612758,nba/players/1630169
1627745,Mon Aug 09 2021 04:16:45 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:04:49 GMT-0600 (Mountain Daylight Time),1627745,Damian Jones,damian-jones,6-11,245,15,C,1610612758,nba/players/1627745
1629663,Mon Aug 09 2021 04:16:53 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:04:52 GMT-0600 (Mountain Daylight Time),1629663,Louis King,louis-king,6-7,205,23,F,1610612758,nba/players/1629663
1629002,Mon Aug 09 2021 04:17:09 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:04:54 GMT-0600 (Mountain Daylight Time),1629002,Chimezie Metu,chimezie-metu,6-9,225,25,F-C,1610612758,nba/players/1629002
203476,Mon Aug 09 2021 04:16:49 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:05:16 GMT-0600 (Mountain Daylight Time),203476,Gorgui Dieng,gorgui-dieng,6-10,252,7,C,1610612759,nba/players/203476
1630273,Mon Aug 09 2021 04:16:56 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:05:38 GMT-0600 (Mountain Daylight Time),1630273,Freddie Gillespie,freddie-gillespie,6-9,245,,F,1610612761,nba/players/1630273
1628449,Mon Aug 09 2021 04:17:01 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:05:47 GMT-0600 (Mountain Daylight Time),1628449,Chris Boucher,chris-boucher,6-9,200,25,F-C,1610612761,nba/players/1628449
1630258,Mon Aug 09 2021 04:16:51 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:06:38 GMT-0600 (Mountain Daylight Time),1630258,Caleb Homesley,caleb-homesley,6-6,205,,G,1610612764,nba/players/1630258
1628418,Mon Aug 09 2021 04:16:38 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 07:06:45 GMT-0600 (Mountain Daylight Time),1628418,Thomas Bryant,thomas-bryant,6-10,248,13,C-F,1610612764,nba/players/1628418
1628989,Mon Aug 09 2021 04:18:05 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:53:27 GMT-0600 (Mountain Daylight Time),1628989,Kevin Huerter,kevin-huerter,6-7,190,3,G-F,1610612737,nba/players/1628989
203991,Mon Aug 09 2021 04:17:37 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:53:34 GMT-0600 (Mountain Daylight Time),203991,Clint Capela,clint-capela,6-10,240,15,C,1610612737,nba/players/203991
1630202,Mon Aug 09 2021 04:17:46 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:53:58 GMT-0600 (Mountain Daylight Time),1630202,Payton Pritchard,payton-pritchard,6-1,195,11,G,1610612738,nba/players/1630202
202684,Mon Aug 09 2021 04:17:43 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:54:00 GMT-0600 (Mountain Daylight Time),202684,Tristan Thompson,tristan-thompson,6-9,254,13,C-F,1610612738,nba/players/202684
1628436,Mon Aug 09 2021 04:18:04 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:54:04 GMT-0600 (Mountain Daylight Time),1628436,Luke Kornet,luke-kornet,7-2,250,40,F-C,1610612738,nba/players/1628436
201142,Mon Aug 09 2021 04:17:43 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:54:26 GMT-0600 (Mountain Daylight Time),201142,Kevin Durant,kevin-durant,6-10,240,7,F,1610612751,nba/players/201142
1629651,Mon Aug 09 2021 04:18:09 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:54:35 GMT-0600 (Mountain Daylight Time),1629651,Nicolas Claxton,nicolas-claxton,6-11,215,33,F-C,1610612751,nba/players/1629651
1628972,Mon Aug 09 2021 04:17:44 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:55:20 GMT-0600 (Mountain Daylight Time),1628972,Troy Brown Jr.,troy-brown-jr,6-6,215,7,G-F,1610612741,nba/players/1628972
202696,Mon Aug 09 2021 04:17:55 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:55:22 GMT-0600 (Mountain Daylight Time),202696,Nikola Vucevic,nikola-vucevic,6-11,260,9,C,1610612741,nba/players/202696
201567,Mon Aug 09 2021 04:18:06 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:55:43 GMT-0600 (Mountain Daylight Time),201567,Kevin Love,kevin-love,6-8,251,0,F-C,1610612739,nba/players/201567
1626204,Mon Aug 09 2021 04:18:12 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:55:52 GMT-0600 (Mountain Daylight Time),1626204,Larry Nance Jr.,larry-nance-jr,6-7,245,22,F-C,1610612739,nba/players/1626204
1628973,Mon Aug 09 2021 04:17:47 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:56:17 GMT-0600 (Mountain Daylight Time),1628973,Jalen Brunson,jalen-brunson,6-1,190,13,G,1610612742,nba/players/1628973
1628367,Mon Aug 09 2021 04:17:54 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:57:08 GMT-0600 (Mountain Daylight Time),1628367,Josh Jackson,josh-jackson,6-8,207,20,G-F,1610612765,nba/players/1628367
200746,Mon Aug 09 2021 04:17:34 GMT-0600 (Mountain Daylight Time),Mon Aug 09 2021 04:17:35 GMT-0600 (Mountain Daylight Time),200746,LaMarcus Aldridge,lamarcus-aldridge,6-11,250,12,C-F,,nba/players/200746
1630191,Mon Aug 09 2021 04:18:10 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:57:11 GMT-0600 (Mountain Daylight Time),1630191,Isaiah Stewart,isaiah-stewart,6-8,250,28,F-C,1610612765,nba/players/1630191
202691,Mon Aug 09 2021 04:17:36 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:57:32 GMT-0600 (Mountain Daylight Time),202691,Klay Thompson,klay-thompson,6-6,215,11,G,1610612744,nba/players/202691
1626162,Mon Aug 09 2021 04:17:50 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:57:33 GMT-0600 (Mountain Daylight Time),1626162,Kelly Oubre Jr.,kelly-oubre-jr,6-7,203,12,F-G,1610612744,nba/players/1626162
1628021,Mon Aug 09 2021 04:18:01 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:57:53 GMT-0600 (Mountain Daylight Time),1628021,David Nwaba,david-nwaba,6-5,219,2,G-F,1610612745,nba/players/1628021
1627863,Mon Aug 09 2021 04:17:45 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:57:55 GMT-0600 (Mountain Daylight Time),1627863,Danuel House Jr.,danuel-house-jr,6-6,220,4,F-G,1610612745,nba/players/1627863
1626174,Mon Aug 09 2021 04:17:28 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:58:05 GMT-0600 (Mountain Daylight Time),1626174,Christian Wood,christian-wood,6-10,214,35,F,1610612745,nba/players/1626174
203200,Mon Aug 09 2021 04:18:10 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:58:23 GMT-0600 (Mountain Daylight Time),203200,Justin Holiday,justin-holiday,6-6,180,8,F-G,1610612754,nba/players/203200
1629048,Mon Aug 09 2021 04:17:57 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:58:34 GMT-0600 (Mountain Daylight Time),1629048,Goga Bitadze,goga-bitadze,6-11,250,88,C-F,1610612754,nba/players/1629048
202335,Mon Aug 09 2021 04:18:00 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:59:06 GMT-0600 (Mountain Daylight Time),202335,Patrick Patterson,patrick-patterson,6-8,235,54,F,1610612746,nba/players/202335
1630211,Mon Aug 09 2021 04:17:40 GMT-0600 (Mountain Daylight Time),Mon Aug 09 2021 04:17:41 GMT-0600 (Mountain Daylight Time),1630211,Karim Mane,karim-mane,6-3,190,4,G,,nba/players/1630211
1626149,Mon Aug 09 2021 04:17:47 GMT-0600 (Mountain Daylight Time),Tue Aug 24 2021 06:59:28 GMT-0600 (Mountain Daylight Time),1626149,Montrezl Harrell,montrezl-harrell,6-7,240,15,F-C,1610612747,nba/players/1626149
